rep_number,first_name,last_name,party,Har ingen registreringspliktige interesser,Styreverv mv.,Selvstendig næring,Lønnet stilling mv.,Tidligere arbeidsgiver,Framtidig arbeidsgiver,Økonomisk støtte,Eiendom i næring,Aksjer mv.,Utenlandsreiser,Gaver,Ingen registrerte opplysninger
52,Hilde,Magnusson,A,,"Styremedlem Vendit AS (godtgjørelse)
Styremedlem Sameiet Gamlemeieriet (godtgjørelse)
StyremedlemTiljamid AS (godtgjørelse)",,,,,,,,,"Smykke fra bedriften ""Gazelle"" - desember 2010",
157,Sonja,Mandt,A,,"Styremedlem i hovedutvalget for Extrastiftelsen, møtegodtgjøring
Leder Vestfold AP, ulønna",,"Enkelte vakter som sykepleier ved Sykehuset i Vestfold
HF","Permisjon uten lønn fra Larvik sykehus, HF Vestfold",,,,,,"Boksett fra Sykepleierforbundet mottatt som medlem i
helse- og omsorgskomiteen i 2005-2009.",
96,Marianne,Marthinsen,A,,,,"Fast spaltist i Klassekampen, lønnet",,,,,,,,
113,Siri A.,Meling,H,,"Leder av overtakstnemd Eigersund kommune (møtegodtgjørelse)
Styremedlem i stiftelsen Haugesundskonferansen (ulønnet)
Styremedlem i stiftelsen Futura (ulønnet)
Varamedlem i styret til Egersund Chocholadefabrikk AS
(ulønnet)","Meling Consultants, enkeltmannsforetak (ingen aktivitet
de siste 8-10 år)",,Ulønnet permisjon fra stilling som regiondirektør i Fiskeridirektoratet Region Sør,,,,,,,
32,Torgeir,Micaelsen,A,,,"Styreformann i enkeltmannsforetaket Micaelsen Musikk,
Teater og Tekniske produksjoner",,,,,,,,,
5,Åse,Michaelsen,FrP,,,,,Permisjon fra SGS (sas),,,,,,,
102,Peter N.,Myhre,FrP,,"Medlem av Havnestyret i Oslo, godtgjørelse
Styremedlem i Fjellhus Vel, ingen godtgjørelse",,,,,,,,"Deltok på reise til Taiwan 28. november - 4. desember
2009. Fly og hotell betalt av taiwanske myndigheter.",,
143,Lars,Myraune,H,,,"Gårdsbruk, Myraune gård i Frosta kommune",,"Regulær pensjon fra Forsvaret etter pålagt pensjonering
ved fylte 60 år.",,,"Myraunet gård, Gnr. 49, brnr.1 i Frosta kommune",,,,
11,Sverre,Myrli,A,,"Styremedlem Akershus fylkeskommunale pensjonskasse
(fast årlig godtgjørelse og godtgjørelse pr møte samt ett
gratis avisabonnement)
Varamedlem Skatteutvalget i Skedsmo kommune (møtegodtgjørelse)
Rådsmedlem i Norsk-Tysk Selskap (ingen godtgjøring)
Rådsmedlem i Nordmanns-Forbundet (ingen godtgjøring)
Styreleder i Den norsk-tyske Willy Brandt-stiftelsen
(ingen godtgjøring)",,,Permisjon uten lønn fra stilling som konsulent i Forsvarsbygg,,,,,"Generalforsamling i Atlantic Treaty Association (ATA),
Tallin, Estland september 2005. Opphold betalt av Den
norske Atlanterhavskomité.
Konferanse i Beograd 16-18 juni 2006. Hotellopphold
betalt av Atlantic Association of Young Political Leaders
(AAYPL)",Teppe mottatt som gave fra nasjonalforsamlingen i Aserbajdsjan på reise i regi av NATO's parlamentarikerforsamling i oktober 2006.,
65,Harald T.,Nesvik,FrP,,"Styremedlem i Tafjord Kraft AS (godtgjørelse)
Leder av Ålesundregionens Havneråd (godtgjørelse)",,,,,,,,,"Deltok 12.-13. juni 2003 og 14. og 15. juni 2004 med
ledsager på faglig seminar på Håholmen i Møre og
Romsdal i regi av Shell.
Sommeren 2010 - 1 stk førstedagsstemplet frimerke på
postkort i anledning EFTA's 50-års jubileum mottatt fra
Lichtenstein
Musikkspiller med 4 MB opptaksmulighet fra Norsk
Sjømannsforbund i forbindelse med paneldebatt",
137,Irene Lange,Nordahl,Sp,,,,,"Permisjon uten lønn fra stilling som næringssjef i Lenvik
kommune (for 4 år)",,,,,,,
108,Tore,Nordtun,A,,Varamedlem Ellen & Axel Lunds stiftelse (ulønnet),,Medlem av Stortingets utvalg for rettferdsvederlag,,,,,,,,
79,Janne Sjelmo,Nordås,Sp,,Styreleder Senter for kunnskap og likestilling (godtgjørelse),Regnskapspliktig og merverdiavgiftsregisterført som tidligere gårdbruker. Drift har opphørt.,,,,,"Eier landbrukseiendom i Hattfjelldal, ingen næringsvirksomhet nå.",,,,
90,Marit,Nybakk,A,,"Medlem Rådet for SOS Barnebyer (ulønnet)
Medlem representantskapet for Oslosenteret for fred og
menneskerettigheter (ulønnet)",,,Permisjon uten lønn fra Norsk Tjenestemannslag,,,,,,"Bilde fra Kunsthøyskolen i forbindelse med debatten om
kunstfagstipendier",
66,Elisabeth Røbekk,Nørve,H,,"Styremedlem Ålesund Elektro AS (ulønnet)
Styremedlem Elektrogården AS (ulønnet)
Styremedlem Aspegt. 1 (ulønnet)
Styremedlem Aldri AS (ulønnet)",,,,,,"Egen bolig i Ålesund
Eier og leier ut et naust/båthus i Sula kommune","Interesser i familieaksjeselskap innen elektriske installasjoner og eiendom:
- Ålesund Elektro AS
- Elektrogården AS og underliggende selskaper",,"Deltok som mørebenkrepresentant med ledsager på fisketur med Norske Shell i Kristiansund 12. juni 2004.
Middag med overnatting og faglig seminar på Håholmen
13. juni. Deltok på tilsvarende tur 14.-15. juni 2003.
Sølvfat fra Høyre i forbindelse med 60-årsdag.",
127,Gunn,Olsen,A,True,,,,,,,,,,,
39,Ingalill,Olsen,A,True,,,,,,,,,,,
158,Per Arne,Olsen,FrP,,"Medlem Tønsberg bystyre og finans/plan/næringsutvalget (møtegodtgjørelse)
Medlem Jac. O. Lyngaas Legats styre (ideelt legat, avkasting går bl.a. til kulturelle formål) (ingen godtgjørelse)
Leder Representantskapet i TAU (Tønsbergfjordens avløpsutvalg) (godtgjørelse)
2. nestleder FrP/ Sentralstyret FrP (godtgjørelse)","NESLO INVEST. Enkeltmannsforetak, innehaver. Ingen
aktivitet i selskapet.",,,,,"St. Olavsgt. 17, Tønsberg",St. Olavsgt. 17 A/S,"Besøk til Liverpool 8.-10. november 2009. Betalt av
Tønsberg kommune/Fotballklubben TBG.
10.-17. januar 2010. Studietur til Taiwan etter invitasjon
fra den taiwanske regjering. Reise og opphold dekket av
vertskapet.
29. september 2011- Foredrag i Den Norske Klubb i
London. Reise og opphold betalt av arrangør.",,
167,Wenche,Olsen,A,,Medlem kommunestyret i Halden kommune,,,Permisjon uten lønn fra Sykehuset Østfold.,,,,,,,
115,Torfinn,Opheim,A,,,,,"Ulønnet permisjon fra stilling som daglig leder ved
Rysteg A/S i Sauda frem til 1.10.2013",,,,,,,
36,Helga,Pedersen,A,,"Parlamentarisk leder i Arbeiderpartiets stortingsgruppe
(godtgjørelse)",Driver gårdsbruk i Vestertana,,,,,"Jf pkt 3. Eier følgende eiendommer: Gnr 21 bnr 16, gnr.
21 bnr 11 fnr 6, gnr 21 bnr 10, gnr 20 bnr 92, gnr 20 bnr
7, gnr 20 bnr 121, gnr 20 bnr 41, gnr 20 bnr 104, gnr 20
bnr 163, gnr 20 bnr 73, gnr 20 bnr 11, gnr 20 bnr 117.",,,,
63,Laila Marie,Reiertsen,FrP,,"Kommunestyrerepresentant i Os kommune (godtgjørelse)
Medlem i formannskapet i Os kommune (godtgjørelse)
Leder i personalutvalget i Os kommune (godtgjørelse)
Varamedlem i styret for HSH Rehabilitering","Enkeltmannsforetaket ""NokTid"" (utleie som sykepleier).
For tiden ikke i drift.",,"Permisjon uten lønn fra stilling som daglig leder ved
Ravneberghaugen rehabiliteringssenter",,,,,,,
58,Magne,Rommetveit,A,,"Styremedlem i SIM Næring AS (interkommunalt eigd
avfallhandteringsselskap) (honorar)",,,"4 års permisjon frå stilling som kommunalsjef i Stord
kommune (utan løn)",,,,,,,
4,Kjell Ingolf,Ropstad,KrF,,"Styremedlem Innovasjon Norge Agder frem til 31.12.09
(godtgjørelse)",,,,,,,,,,
83,Torstein,Rudihagen,A,True,,,,,,,,,,,
31,Jørund,Rytman,FrP,,"Styreleder i Gründerforeningen
Styreleder i Stiftelsen Aktiv Ungdom
Personlig varamedlem Stiftelsen Modum Blaafarveværk
Styreleder i Livsstilsservice AS
Medlem bystyret og bystyrekomité for helse, sosial og
omsorg i Drammen kommune",Enkeltmannsforetaket Rytman Consulting,,,,,,Livsstilsservice AS,Reise til Taiwan i september 2010. Politiske møter. Betalt av taiwanske myndigheter.,,
145,Per,Sandberg,FrP,,Første nestleder i Fremskrittspartiet (godtgjørelse),Sporadiske honorarer for artikler/foredrag og kommentarer til ulike norske medier,,,,,,,,,
121,Erling,Sande,Sp,,"Kasserar i Løvebakken mållag (ulønna)
Medlem valnemnda til Det Norske Samlaget (ulønna)",,,,,,,,,,
13,Jan Tore,Sanner,H,,"Nestleder Høyres stortingsgruppe (godtgjørelse)
Medlem av styret i Stabæk IF 2011-2013 (ingen godtgjørelse)",,"Mottatt godtgjørelse som medlem av referansegruppen
for utredning (NOU) om ungdom, begynnerlønninger og
arbeidsledighet",,,"Unge Høyres Landsforbund dekket enkelte utgifter frem
til 1. juli 1994",,,"Presidiemedlem i AAYPL - gjennom denne organisasjonen dekkes enkelte reiser. Koordineres av Den Norske
Atlanterhavskomité","Deltar på den årlige ""Energy policy conference"" på Sanderstølen",
164,Ingjerd,Schou,H,,"Styremedlem Østfold Energi (godtgjørelse)
Styreleder Mølla Kompetansesenter (godtgjørelse)
Medlem av fylkesting og fylkesutvalg i Østfold fylkeskommune (godtgjørelse)
Medlem av kommunestyret i Spydeberg kommune
(godtgjørelse)
Styreleder Punkt Ø (Momentum og Galleri F 15) (godtgjørelse)
Styreleder Borg innovasjon (godtgjørelse)",Registrert enkeltmannsforetak høsten 2010,,,,,,,,,
38,Kåre,Simensen,A,True,,,,,,,,,,,
78,Eirik,Sivertsen,A,,Styremedlem Fine A/S (ulønnet),,,"Permisjon fra Høgskolen i Bodø til 01.11.2011. Vil søke
denne forlenget til 01.11.2013",,,,,,,
16,Sonja Irene,Sjøli,H,,"Medlem av Rettferdsvederlagsutvalg II (honorar)
Nestleder i Feiring Jernverks venner (ikke honorar)
Styreleder Akershus teater (honorar)",,,,,,,,"Deltok mars 2004 på en reise til Bolivia i regi av SOS
barnebyer. Reise og opphold betalt av SOS barnebyer.
Deltok på studietur til Taiwan 2. - 8. januar 2011, invitasjon fra taiwanske myndigheter som dekket reise og
opphold.",,
9,Henning,Skumsvoll,FrP,True,,,,,,,,,,,
51,Erna,Solberg,H,,"Leder i Høyre (bilgodtgjørelse)
Parlamentarisk leder for Høyres stortingsgruppe (godtgjørelse)",Bokutgivelse i 2011,,,,,,,,"Mottatt i forbindelse med 50-årsdag 24.2.2011:
- Sølvskål fra Høyres stortingsgruppe
- Gavekort fra Høyres fylkessekretærer
- Øresmykker fra Høyres fylkesledere
- Kokkekurs fra Fremskrittspartiet v/Siv Jensen
Akvarell fra Tore Hogtvedt
Trykk fra Mia Gjerdrum Helgesen
Smykker fra Nora af Norway",
107,Ketil,Solvik-Olsen,FrP,True,,,,,,,,,,,
50,Arne,Sortevik,FrP,True,,,,,,,,,,,
122,Åge,Starheim,FrP,True,,,,,,,,,,,
139,Arild,Stokkan-Grande,A,True,,,,,,,,,,,
41,Knut,Storberget,A,,,,,,,,"Eier leilighet i Waldemar Thranesgt.32, Oslo, som leies
ut.
Eiendom Tårnborg, gnr 31 bnr 5, Elverum. Leies ut til
min søster m.fl.",,"Politiets Fellesforbund dekket min reise (med unntak av
taxi fra Hamar til Elverum) vedrørende foredrag for nordiske polititjenestemenn i Helsinki høst 2002",To tepper fra justisministeren i Aserbajdsjan,
73,Tor-Arne,Strøm,A,True,,,,,,,,,,,
111,Eirin,Sund,A,True,,,,,,,,,,,
74,Kenneth,Svendsen,FrP,True,,,,,,,,,,,
106,Hans Olav,Syversen,KrF,,"Varamedlem til styret i Kristelig Gymnasium (KG) (intet
honorar)
Styremedlem i Den Norske Atlanterhavskomite (intet
honorar)
Parlamentarisk leder i Kristelig Folkeparti (godtgjørelse)",,,,,,,,,,
47,Tone Merete,Sønsterud,A,,,,,"Ulønnet permisjon fra Statistisk Sentralbyrå og LO Stat.
Beholder et billån i LO Stat.",,,,,,,
95,Ine M. Eriksen,Søreide,H,,"Styremedlem i Den norsk-tyske Willy Brandt-stiftelsen
(ulønnet)",Mottar sporadisk honorar for artikler i aviser og tidsskrifter,,,,,,,"26. januar - 13. februar 2004 - deltaker på International
Visitor Program - US Political System for Future European and Eurasian Leaders. Deltakelse etter invitasjon
fra United States Departement of State.
16-17 februar 2009 - deltaker på Mobile World Congress
i Barcelona der hotellopphold dekket av Telenor","Bilde mottatt i forbindelse med foredrag for Det Sjømilitære Samfunds Sjømaktseminar september 2010
Krystallkaraffel mottatt fra Bergen Militære Samfund for
foredrag i januar 2012
Teppe og kappe mottatt fra provinsguvernør Shafaq i
Faryab i forbindelse med komitéreise til Afghanistan i
mars 2012",
94,Heidi,Sørensen,SV,,"Styremedlem i Grønt Lys AS
Medlem av Teknologirådet",Daglig leder i Grønt Lys AS,"Mottatt honorar for avsluttet engasjement som leder av
Avfallsreduksjonsutvalget",,,,,Aksjer i Grønt Lys AS,,Mottatt matkurs av Arne Brimi,
55,Dag Ole,Teigen,A,,,,,,,,,,,6-binds medisinsk leksikon fra Sykepleierforbundet.,
23,Borghild,Tenden,V,,"Medlem kommunestyret i Bærum (møtegodtgjørelse)
Parlamentarisk nestleder i Venstre (honorar)",,,,,,,"Thor Tenden Transport AS
Thor Tenden AS",,,
100,Michael,Tetzschner,H,,"Styreleder Oslo Hospital- Stiftelse og A/S (godtgjørelse)
Styreverv Ullevaal Stadion Idrett A/S - Ullevaal Business Class AS- Ullevaal Stadion A/S (godtgjørelse)
Styremedlem FJ Stenersen A/S (ingen godtgjørelse)
Styremedlem NAI Fiat Partner (godtgjørelse)
Styreleder Digital Venture A/S (ingen godtgjørelse)",Tetco Advokatfirma A/S,,,,,,Tetco Advokatfirma A/S,,,
88,Olemic,Thommessen,H,,"Styremedlem Gudbrandsdølen A/S (godtgjørelse)
Styreleder Kulturarrangement Lillehammer A/S (ulønnet)
Nordens Finlandsfond (ulønnet)
Broderfolkets vels legat (ulønnet)
Johan Ludwig & Julie Mowinckels legat (ulønnet)
Ernst A. Hedens fond (ulønnet)",Personlig selskap Helikon - Olemic Thommessen,,,,,,"Gudbrandsdølen AS
Kulturarrangement Lillehammer AS",,,
24,Ib,Thomsen,FrP,,Styreleder i Guri Stova Strømmen AS (ulønnet),,,,,,,Aksjer i Guri Stova Strømmen AS,,,
118,Bente,Thorsen,FrP,,"Medlem Karmøy kommunestyre (møtegodtgjørelse)
Medlem Stortinget utvalg for rettferdsvederlag (lønnet)",,,,,,,,,,
60,Kjersti,Toppe,Sp,True,,,,,,,,,,,
69,Tove-Lise,Torve,A,,"Nestleder i styret til Trollheimstunnelen AS (lønnet)
Styreleder i Sunndal Næringsselskap AS (lønnet)
Nestleder i styret til Havnerådet i Kristiansund og Nordmøre Havn IKS (lønnet)
Styremedlem i Nofima AS (lønnet)",,,,,,,,,,
42,Anette,Trettebergstuen,A,,"Sentralstyremedlem Europabevegelsen (ulønnet)
Rådsmedlem Likestillingssenteret Hedmark (ulønnet)
Styremedlem i magasinet Blikk (ulønnet)","Registrert enkeltmannsforetak DJ virksomhet
Honorar fra TVNorge for deltakelse i TV-programmet ""4
Stjerners middag"" høsten 2012",,,,,,,"Reise med AOF til Manila, Filippinene november 2005
for å se på samarbeid med fagorganisasjoner der
April 2009 - reise til Taiwan betalt av taiwanske myndigheter
Juni 2012 - møteprogram i Paris arrangert av det franske
utenriksdepartementet, som dekket hotellovernatting.
Øvrig opphold og reise ble dekket av Arbeiderpartiet.",,
82,Torgeir,Trældal,FrP,,"Medlem av bystyret i Narvik kommune (møtegodtgjørelse)
Styremedlem Narvikgården A/S (100% eid av Narvik
kommune) (Styrehonorar)
Varamedlem HRS Interkommunale selskap (ingen godtgjørelse)",Eier av Trældal Vedlikehold (enkeltmannsforetak),,,,,,,,,
97,Christian,Tybring-Gjedde,FrP,True,,,,,,,,,,,
114,Øyvind,Vaksdal,FrP,,,Utleie/transportvirksomhet,,,,,,,,,
151,Snorre Serigstad,Valen,SV,,"Styremedlem Stopp Datalagringsdirektivet (ulønnet)
Varamedlem styret for Trøndelag Folkemuseum
Daglig leder Urbanturban (ikke aktiv ideell forening, under avvikling. Ulønnet)
Styremedlem i Tempo (ulønnet)
Styremedlem i Sameiet Kongens Gate 84 (ulønnet)","Snorre Valen Musikk, enkeltmannsforetak, kategori utøvende kunst og underholdningsvirksomhet innen musikk",,Permisjon uten lønn fra stilling ved NTNU Samfunnsforskning,,,,,,,
59,Henning,Warloe,H,,Styreleder i Buzz A/S (honorar),,,,,,,,,,
33,Anders B.,Werp,H,,Medlem av Hovedkomiteen for skiflyvnings-VM i Vikersund 2012 (ulønnet),"Eier landbrukseiendom, Werp gård, Øvre Eiker kommune",,Permisjon (ulønnet) fra Norges Skogeierforbund,,,Jf. punkt 3,POAPE AS,,,
101,Truls,Wickholm,A,True,,,,,,,,,,,
57,Karin S.,Woldseth,FrP,,,"Enkeltmannsforetaket Norway Crafts (registrert
6.10.2010)",,,,,,,,,
87,Anne Tingelstad,Wøien,Sp,,Medlem av Rådet for Likestillingssenteret (ikke godtgjørelse),,,,,,,,,,
104,Karin,Yrvin,A,,,,,"Permisjon uten lønn fra stilling som politisk rådgiver i
Arbeiderpartiet",,,,,,,
14,Marianne,Aasen,A,,Styremedlem i Fossumkollektivet (godtgjørelse),,,,,,,,,,
125,Terje,Aasland,A,True,,,,,,,,,,,
184,Marit,Arnstad,Sp,True,,,,,,,,,,,
183,Lisbeth,Berg-Hansen,A,,"Styremedlem/daglig leder i JMJ-Invest AS (ulønnet).
Selskapets formål er å eie familiens aksjer i SinkaBergHansen AS.",,,,,,,JMJ-Invest AS,,,
173,Espen Barth,Eide,A,,,,,,,,,,,,True
174,Grete,Faremo,A,True,,,,,,,,,,,
176,Trond,Giske,A,True,,,,,,,,,,,
179,Kristin,Halvorsen,SV,,,"Honorar for diverse artikler i aviser og magasiner
Inntekt av boksalg",,,,,,,Reise til Japan mai 1999 - betalt av japanske kvinneorganisasjoner og gaver fra enkeltpersoner,Mottatt trykk av Per Kleiva i forbindelse med Kommunikasjonsprisen 2002,
186,Heikki Eidsvoll,Holmås,SV,,,,,,,,"Olav Ryes vei 35, 5006 Bergen, delvis utleid",To aksjer i Klassekampen AS,"EUVP tur til Brussel 24.-29. oktober 2004 betalt av EUkommisjonen
Vårkonferanse Energi Norge, kost og losji betalt av
Energi Norge.",,
181,Anniken,Huitfeldt,A,,,,,Permisjon fra stilling som forsker ved forskningsstiftelsen FAFO,,,,,,,
175,Sigbjørn,Johnsen,A,,,"Bokutgivelse, Gyldendal, høsten 2010",,Permisjon fra embetet som fylkesmann i Hedmark,,,,,,"Mottok 19. november 2010 BegeistringsPrisen 2010 fra
Ringsaker v/BegeistRing1. I tillegg til en diplom følger
en pris på 11.000 kr- som skal gis videre til andre som
trenger en dose ekstra glede.
Mottok 28. januar 2011 Ringsakerprisen 2010, pålydende kr. 50.000",
185,Ola Borten,Moe,Sp,,Nestleder i Senterpartiet,"Driver gårdsbruk med tilhørende herligheter på Leinstrand, Trondheim
Har stiftet Moe A/S sammen med min bror (selskapet
eier næringseiendom i Trondheim)",,,,,Gårdsbruk 165/1 Trondheim,"Trøndelag Landbruksservice AS
Moe A/S","Studietur til USA, 22. april - 14. mai 2006. Deltok på
programmet ""U.S - European Security Issues. Betalt av
amerikanske myndigheter.
Studietur til Frankrike, mai 2007. Betalt av franske myndigheter.","Mottatt ei dekorert tine ifbm. åpninga av Rennebumartnan 17.8.2012
Mottatt et bunadsslips fra Trondheim Chamber
19.9.2012",
172,Liv Signe,Navarsete,Sp,,Godtgjersle som leiar i Senterpartiet,,,,,,,,,,
180,Karl Eirik,Schjøtt-Pedersen,A,,,"Har utgitt boka: ""Fra problemer til muligheter. Fremtid i
Nord-Norge"" (Tiden 1990)",,,,,"Ikke som næringsvirksomhet. Eiendommen i Vardø har
imidlertid leietakere i de deler av eiendommen som ikke
er egen bolig",,,,
171,Bård Vegar,Solhjell,SV,,,"Motteke enkelte bidrag for avis- og tidsskriftartiklar m.a.
frå Samtiden.
Inntekter frå boka ""Solidaritet på ny""",,,,,,,,"Enkelte mindre gåver som vin, bøker, kunst og handverk.",
170,Jens,Stoltenberg,A,,Leder i Det norske Arbeiderparti (ytelser),"Diverse honorar for artikler.
Avtaler om bokprosjekter og utgitte bøker, Aschehoug
og Gyldendal forlag, herunder ""Samtaler"" (2009) og
""Klimaparadokset"" (2010).",,,,,,,,"Teppe fra de indiske og aserbajdsjanske statsministre.
mottatt i forbindelse med 50-årsdag 16.3.2009:
-Bidrag til båt fra Arbeiderpartiet, APs fylkespartier, LONorge og en rekke fagforbund, tilsammen 40 bidragsytere. Verdien av gaven er innberettet til skattemyndighetene av AP, og skattekostnadene for gaven er innberettet som lønn og innbetalt i sin helhet som skatt.
-Maleri, gitt av Norsk bonde- og småbrukarlag
-Armbåndsur og genser, gitt av Norges Idrettsforbund
-Gavekort kr. 5000, hunterkniv og bok, gitt av Senterpartiet
-Litografi og to bøker, gitt av Kristelig Folkeparti og
Kristelig Folkepartis stortingsgruppe
-Blomster, dykkemaske og gavebrev på dykkeropplevelser fra Aqua Lofoten Dykkesenter, gitt av AUF
-CD og gavekort på opphold på Socialdemokraternes
kurssted Bommersvik for 2 personer fredag-søndag, gitt
av Socialdemokratiet.
Gavelisten er i sin helhet publisert på:
http://dna.no/content/download/29639/448874/version/1/
file/Gaveoversikt.pdf",
177,Anne-Grete,Strøm-Erichsen,A,,,,,,,,,,,mottatt som forsvarsminister er registrert i Forsvarsdepartementet,
178,Jonas Gahr,Støre,A,,Styremedlem Femstø AS,,,,,,,"Femstø AS (Dette er et familieaksjeselskap - eiendom og
verdipapirer)",,"Tepper fra Afghanistans president (Beskattet i tråd med
norske regler)",
189,Hadia,Tajik,A,,,"Enkeltmannsforetaket Tajik Media. Holder diverse foredrag/skriver tekster.
Avtale med Aschehoug forlag om å levere tekster høsten
2012 til digitalt læremiddelverk om politikk og menneskerettigheter. Honoraret utbetales direkte til den humanitære organisasjonen Leger uten grenser.
Honorar 2012 for oppdrag i forbindelse med programposten ""Jul i P2"" utbetales direkte til menneskerettighetsorganisasjonen Norsk PEN.",,,,,,,,,
187,Inga Marte,Thorkildsen,SV,,"Styremedlem i Andreas Bull-Gundersens Minnefond
(ulønnet)",Honorar for diverse artikler i aviser mv,,,,,,,"Studietur til Paris 22.-29. juni 2005. Den franske stat
v/UD betalte reise og opphold.
Studietur om trafficing i USA 5. - 23. juni 2006 i regi av
amerikansk UD som dekket reise og opphold.",,
188,Trygve Slagsvold,Vedum,Sp,,"Parlamentarisk leder i Senterpartiets stortingsgruppe
(godtgjørelse)
2. nestleder i Senterpartiet (godtgjørelse)","Gårdbruker, Bjørby gård, Stange kommune",,,,,,,"To dagsreiser til England for å møte representanter for
det engelske boligsamvirket og britiske politikere. Betalt
av firmaet Hedalm Anebyhus.",,
182,Rigmor,Aasrud,A,,,,,,,,,,"Leder for delegasjon til Poznan, Polen. Uformelt ministermøte e-government, 16.-18.11.2011. Invitert av det
polske EU-formannskapet, som betalte hotelloppholdet.","Fat m. gravering mottatt av Gran Handel og håndverk
(""Potetprisen"").",
720,Kari,Agerup,A,,"Nestleder i Ytre Hvaler Nasjonalpark, møtegodtgjørelse",,"60 prosent leder for Den kulturelle skolesekken, Fredrikstad kommune
40 prosent sekretær i Fredrikstad Arbeiderparti",,,,,,,,
570,Marit,Amundsen,FrP,,,,"Virksomhetsleder, Gjerdrum kommune",,,,,,,,
721,Tomas C.,Archer,A,,"Styreleder Norsk Luftfartssenter Bodø AS og Norsk
Luftfartsmuseum, godtgjørelse
Lokalpolitiske utvalg og styrer, godtgjørelse",Eget firma org.nr. 988064963,Se pkt. 2,"Avtale om redusert lønn Forsvaret fram til 1.9.2012
Pensjonist Forsvaret 1.9.2012",,,,,,,
556,Mari Lund,Arnem,SV,,,,Lærer ved Kjellervolla ungdomsskole,,,,,,,,
463,Eva Vinje,Aurdal,A,,,,,,,,,,,,True
470,Åge,Austheim,FrP,,"Kristiansund kommune, medlem bystyret, godtgjørelse
Møre og Romsdal fylkeskommune, medlem fylkestinget,
nestleder utdanningsutvalget, varamedlem fylkesutvalget, fagskolestyret og miljøutvalget, møtegodtgjørelse
Rusbehandling Midt-Norge, styremedlem, godtgjørelse
Nordre Nordmøre bru- og tunnelselskap, styremedlem
(vara), møtegodtgjørelse
Sparebank 1 Nordvest, forstanderskapet, styremedlem
(vara), ingen fast godtgjørelse
KS, fylkesmøte, styremedlem, ingen fast godtgjørelse
Yngre legers forening v. Kristiansund sykehus, tillitsvalgt",,Lege v/ Kristiansund sykehus,,,,,,,,
408,Farahnaz,Bahrami,A,,,,,,,,,,,,True
433,Rune,Bakervik,A,,"Bir Privat AS, godtgjørelse
Bergen bystyre, godtgjørelse",,"Regionkontorleder Handel og Kontor i Norge, Region
vest",,,,,,,,
592,Arne,Bergsvåg,Sp,,"Folkevald i Rogaland fylkesting (til saman ca. 70 prosent
stilling, godtgjersle): Medlem fylkesting, fylkesutval,
samferdselsutval, trafikksikringsutval, diverse styringsgrupper, gruppeleiar Senterpartiet.
Folkevald i Vindafjord kommune (til saman ca. 7 prosent
stilling, godtgjersle): Medlem kommunestyre, formannskap, overformynderi.
Nestleiar Vågslid Beitelag, ikkje lønna.
Leiar Vindafjord Tomteselskap, ikkje lønna.
Leiar Landbrukets hus, godtgjersle.",Eig og driv gnr. 306 i Vindafjord,Sjå pkt. 2,,,,Gnr. 306 i Vindafjord,,,,
618,Odin Adelsten,Bohmann,A,,"Hovedutvalgsleder Helse og velferd, Skien kommune
(godtgjørelse)
Styremedlem Senter mot seksuelle overgrep (godtgjørelse)
Styremedlem GREP Kompetanseutvikling A/S (godtgjørelse)",,Se pkt. 2,,,,,,,,
313,Marion Gunstveit,Bojanowski,KrF,,,,Administrativ leder på Bibelskolen i Grimstad og Bibelskolen Catering og Gjestehus A/S,,,,,,,,
680,Hallgeir,Bremnes,FrP,,"Medlem av formannskap og kommunestyre i Frøya
kommune (godtgjørelse)
Styreleder (med godtgjørelse): Frøya-Hitra Transportsevice, Pectoralis AS
Styreleder (uten godtgjørelse): Excavator AS, Bioclean
Service AS, Hib Holding AS
Styrenestleder Lerow AS (uten godtgjørelse)
Styremedlem (uten godtgjørelse): Biotrål AS, Abregnskap AS, Heimdal Gull AS
Varamedlem (uten godtgjørelse):Hamos Forvaltning Iks,
Midt-Norsk Fergeallianse AS",,"Daglig leder Bioclean Service AS, Lerow AS, Biotrål AS",,,,"Leier ut rom/leilighet i egen boligeiendom gnr 20/bnr 1 i
Frøya kommune","Bioclean Service AS, Lerow AS, Hib Holding AS, Biotrål AS, Excavator AS, Dolmøy Seafood AS, Bremnes
Shipsservice, Bioclean Service AS, Ab-Regnskap AS",,,
582,Tina,Bru,H,,"Medlem Fylkestinget i Rogaland, lønnet
Medlem Fylkesutvalget i Rogaland, lønnet
Medlem Opplæringsutvalget i Rogaland, lønnet
Varamedlem i styret for Norsk oljemuseum, lønnet
Varamedlem i styret for Samarbeidende kraftfylker, ikke
lønnet
Varamedlem i styret for Vestlandsrådet, ikke lønnet",,Politisk rådgiver Rogaland Høyre,,,,,,,,
305,Åshild,Bruun-Gundersen,FrP,,Varamedlem Arendal Eiendom KF,,Statens vegvesen,,,,,,,,
430,Jette F.,Christensen,A,,,,,"Permittert fra stilling som administrasjonsmedarbeider
(50%) i Norsk Forfattersentrum",,,,,,,
475,Torgeir,Dahl,H,,,,,,,,,,,,True
469,Jon Georg,Dale,FrP,,"Medlem Volda kommunestyre (møtehonorar)
Medlem Fylkestinget i Møre og Romsdal (møtehonorar)",,Politisk rådgiver i Fremskrittspartiets stortingsgruppe,,,,,,,,
